Postcode,In Use?,Latitude,Longitude,Easting,Northing,Grid Ref,Ward,Parish,Introduced,Terminated,Altitude,Country,Last Updated,Quality,LSOA Code
W14 9SE,No,51.496734,-0.212513,524179,179047,TQ241790,"Avonmore and Brook Green","Hammersmith and Fulham, unparished area",1993-01-01,2006-02-01,12,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001866
W14 9SF,Yes,51.48625,-0.211439,524282,177883,TQ242778,"North End","Hammersmith and Fulham, unparished area",1980-01-01,,7,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001913
W14 9SG,Yes,51.486317,-0.21112,524304,177891,TQ243778,"North End","Hammersmith and Fulham, unparished area",1980-01-01,,7,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001913
W14 9SH,Yes,51.486343,-0.211047,524309,177894,TQ243778,"North End","Hammersmith and Fulham, unparished area",1980-01-01,,7,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001913
W14 9SJ,Yes,51.48601,-0.210907,524320,177857,TQ243778,"North End","Hammersmith and Fulham, unparished area",1980-01-01,,7,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001913
W14 9SL,Yes,51.486416,-0.210459,524350,177903,TQ243779,"North End","Hammersmith and Fulham, unparished area",1980-01-01,,7,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001913
W14 9SN,No,51.486416,-0.210482,524348,177903,TQ243779,"North End","Hammersmith and Fulham, unparished area",2002-09-01,2003-10-01,7,England,2019-11-23,"Imputed by ONS by reference to surrounding postcode grid references",E01001913
W14 9SP,Yes,51.487337,-0.209006,524448,178008,TQ244780,"North End","Hammersmith and Fulham, unparished area",1980-01-01,,8,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001913
W14 9SQ,Yes,51.486267,-0.211381,524286,177885,TQ242778,"North End","Hammersmith and Fulham, unparished area",1980-01-01,,7,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001913
W14 9SR,Yes,51.487815,-0.207302,524565,178064,TQ245780,"North End","Hammersmith and Fulham, unparished area",1980-01-01,,8,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001909
W14 9SS,Yes,51.487619,-0.209115,524440,178039,TQ244780,"North End","Hammersmith and Fulham, unparished area",1980-01-01,,8,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001913
W14 9ST,Yes,51.488068,-0.207393,524558,178092,TQ245780,"North End","Hammersmith and Fulham, unparished area",1980-01-01,,8,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001908
W14 9SU,Yes,51.486716,-0.20952,524414,177938,TQ244779,"North End","Hammersmith and Fulham, unparished area",1980-01-01,,8,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001909
W14 9SW,No,51.487337,-0.209006,524448,178008,TQ244780,"North End","Hammersmith and Fulham, unparished area",2002-06-01,2004-03-01,8,England,2019-11-23,"Imputed by ONS by reference to surrounding postcode grid references",E01001913
W14 9SX,Yes,51.48689,-0.209153,524439,177958,TQ244779,"North End","Hammersmith and Fulham, unparished area",1980-01-01,,8,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001909
W14 9SY,No,51.48689,-0.209153,524439,177958,TQ244779,"North End","Hammersmith and Fulham, unparished area",2003-04-01,2005-10-01,8,England,2019-11-23,"Imputed by ONS by reference to surrounding postcode grid references",E01001909
W14 9SZ,No,51.496734,-0.212513,524179,179047,TQ241790,"Avonmore and Brook Green","Hammersmith and Fulham, unparished area",2002-05-01,2012-02-01,12,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001866
W14 9TA,Yes,51.486397,-0.208078,524515,177905,TQ245779,"North End","Hammersmith and Fulham, unparished area",1980-01-01,,9,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001909
W14 9TB,Yes,51.486011,-0.208165,524510,177862,TQ245778,"North End","Hammersmith and Fulham, unparished area",1980-01-01,,9,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001913
W14 9TD,Yes,51.485988,-0.20782,524534,177860,TQ245778,"North End","Hammersmith and Fulham, unparished area",1980-01-01,,9,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001913
W14 9TE,Yes,51.48582,-0.208,524522,177841,TQ245778,"North End","Hammersmith and Fulham, unparished area",1980-01-01,,9,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001913
W14 9TF,Yes,51.485835,-0.207783,524537,177843,TQ245778,"North End","Hammersmith and Fulham, unparished area",1980-01-01,,9,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001913
W14 9TG,Yes,51.485653,-0.207675,524545,177823,TQ245778,"North End","Hammersmith and Fulham, unparished area",1980-01-01,,9,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001913
W14 9TH,Yes,51.485426,-0.207991,524524,177797,TQ245777,"North End","Hammersmith and Fulham, unparished area",1980-01-01,,9,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001913
W14 9TJ,Yes,51.4852,-0.208504,524489,177771,TQ244777,"North End","Hammersmith and Fulham, unparished area",1980-01-01,,9,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001913
W14 9TL,Yes,51.485078,-0.208783,524470,177757,TQ244777,"North End","Hammersmith and Fulham, unparished area",1980-01-01,,9,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001913
W14 9TN,Yes,51.485008,-0.208944,524459,177749,TQ244777,"North End","Hammersmith and Fulham, unparished area",1980-01-01,,8,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001913
W14 9TP,Yes,51.484757,-0.209626,524412,177720,TQ244777,"North End","Hammersmith and Fulham, unparished area",1980-01-01,,8,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001913
W14 9TQ,Yes,51.485559,-0.207967,524525,177812,TQ245778,"North End","Hammersmith and Fulham, unparished area",1980-01-01,,9,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001913
W14 9TR,Yes,51.484717,-0.209958,524389,177715,TQ243777,"North End","Hammersmith and Fulham, unparished area",1980-01-01,,8,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001913
W14 9TS,Yes,51.484872,-0.210125,524377,177732,TQ243777,"North End","Hammersmith and Fulham, unparished area",1980-01-01,,8,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001913
W14 9TT,No,51.496734,-0.212513,524179,179047,TQ241790,"Avonmore and Brook Green","Hammersmith and Fulham, unparished area",2001-06-01,2012-02-01,12,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001866
W14 9TU,No,51.496734,-0.212513,524179,179047,TQ241790,"Avonmore and Brook Green","Hammersmith and Fulham, unparished area",2001-06-01,2006-02-01,12,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001866
W14 9TW,Yes,51.484862,-0.209463,524423,177732,TQ244777,"North End","Hammersmith and Fulham, unparished area",1980-01-01,,8,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001913
W14 9TX,No,51.496734,-0.212513,524179,179047,TQ241790,"Avonmore and Brook Green","Hammersmith and Fulham, unparished area",2001-06-01,2004-02-01,12,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001866
W14 9TY,No,51.496734,-0.212513,524179,179047,TQ241790,"Avonmore and Brook Green","Hammersmith and Fulham, unparished area",2001-06-01,2002-05-01,12,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001866
W14 9TZ,No,51.496734,-0.212513,524179,179047,TQ241790,"Avonmore and Brook Green","Hammersmith and Fulham, unparished area",2001-06-01,2002-05-01,12,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001866
W14 9UA,Yes,51.488263,-0.203655,524817,178120,TQ248781,"North End","Hammersmith and Fulham, unparished area",1980-01-01,,7,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001911
W14 9UB,Yes,51.488126,-0.203574,524823,178105,TQ248781,"North End","Hammersmith and Fulham, unparished area",1980-01-01,,7,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001911
W14 9UD,Yes,51.488009,-0.203535,524826,178092,TQ248780,"North End","Hammersmith and Fulham, unparished area",1980-01-01,,7,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001911
W14 9UE,Yes,51.487828,-0.203441,524833,178072,TQ248780,"North End","Hammersmith and Fulham, unparished area",1980-01-01,,7,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001911
W14 9UF,Yes,51.487473,-0.203167,524853,178033,TQ248780,"North End","Hammersmith and Fulham, unparished area",1980-01-01,,6,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001912
W14 9UG,Yes,51.487309,-0.203073,524860,178015,TQ248780,"North End","Hammersmith and Fulham, unparished area",1980-01-01,,7,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001912
W14 9UH,Yes,51.486626,-0.202495,524902,177940,TQ249779,"North End","Hammersmith and Fulham, unparished area",1980-01-01,,9,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001912
W14 9UJ,No,51.496734,-0.212513,524179,179047,TQ241790,"Avonmore and Brook Green","Hammersmith and Fulham, unparished area",2000-12-01,2006-03-01,12,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001866
W14 9UL,No,51.496734,-0.212513,524179,179047,TQ241790,"Avonmore and Brook Green","Hammersmith and Fulham, unparished area",2000-12-01,2006-03-01,12,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001866
W14 9UN,No,51.496734,-0.212513,524179,179047,TQ241790,"Avonmore and Brook Green","Hammersmith and Fulham, unparished area",2000-12-01,2003-04-01,12,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001866
W14 9UP,No,51.496734,-0.212513,524179,179047,TQ241790,"Avonmore and Brook Green","Hammersmith and Fulham, unparished area",2006-05-01,2008-06-01,12,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001866
W14 9UQ,Yes,51.48697,-0.202668,524889,177978,TQ248779,"North End","Hammersmith and Fulham, unparished area",1980-01-01,,8,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001912
W14 9UR,No,51.496734,-0.212513,524179,179047,TQ241790,"Avonmore and Brook Green","Hammersmith and Fulham, unparished area",2006-04-01,2011-08-01,12,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001866
W14 9US,No,51.496734,-0.212513,524179,179047,TQ241790,"Avonmore and Brook Green","Hammersmith and Fulham, unparished area",2001-12-01,2006-09-01,12,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001866
W14 9UT,Yes,51.487851,-0.202014,524932,178077,TQ249780,"North End","Hammersmith and Fulham, unparished area",1980-01-01,,6,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001912
W14 9UU,Yes,51.487758,-0.20245,524902,178066,TQ249780,"North End","Hammersmith and Fulham, unparished area",1980-01-01,,6,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001912
W14 9UW,No,51.496734,-0.212513,524179,179047,TQ241790,"Avonmore and Brook Green","Hammersmith and Fulham, unparished area",2000-12-01,2003-02-01,12,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001866
W14 9UX,Yes,51.486439,-0.200846,525017,177922,TQ250779,"North End","Hammersmith and Fulham, unparished area",1980-01-01,,9,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001912
W14 9UY,Yes,51.491084,-0.203544,524817,178434,TQ248784,"North End","Hammersmith and Fulham, unparished area",1984-02-01,,6,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001911
W14 9UZ,Yes,51.48634,-0.201426,524977,177910,TQ249779,"North End","Hammersmith and Fulham, unparished area",1999-06-01,,8,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001912
W14 9WA,No,51.496734,-0.212513,524179,179047,TQ241790,"Avonmore and Brook Green","Hammersmith and Fulham, unparished area",2012-12-01,2013-03-01,12,England,2019-11-23,"Within the building of the matched address closest to the postcode mean",E01001866
W14 9WB,No,51.496734,-0.212513,524179,179047,TQ241790,"Avonmore and Brook Green","Hammersmith and Fulham, unparished area",2001-12-01,2003-11-01,12,England,2019-11-23,"Imputed by ONS by reference to surrounding postcode grid references",E01001866
